"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL319739";"";"None";"506.49";"0";"3.63";"44";"CC(C)n1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+]";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"10.02";"0.19";"1.22";"4.00";"0";"CHEMBL691797";"In vitro inhibitory activity was measured against rat liver HMG-CoA reductase";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3247";"HMG-CoA reductase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1125005";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"14.0"
"CHEMBL2103835";"";"None";"717.99";"1";"3.53";"MMAE";"CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C";"IC50";"'='";"0.62";"nM";"9.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5152798";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability incubated for 72 hrs in presence of TTR by CellTiter-96 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL5150030";"1";"Scientific Literature";"J Med Chem";"2022";"CHEMBL3308034";"TIME = 72.0 hr";"";"";"0.62"
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909123";"DRUGMATRIX: Carbonic Anhydrase II enzyme inhibition (substrate: 4-Nitrophenyl acetate (4-NPA))";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase II";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3833281";"";"";"";""
"CHEMBL2031870";"";"None";"405.54";"0";"3.59";"35";"CC(C)NC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"12.84";"0.24";"1.62";"9.89";"0";"CHEMBL2034394";"Inhibition of human ERG by IonWorks assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL240";"HERG";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029265";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"6.2"
"CHEMBL203879";"";"None";"556.75";"2";"0.85";"XV";"COC(=O)[C@H](CCSC)NC(=O)[C@@H](Cc1ccc(O)c(C)c1C)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C";"IC50";"'='";"70500.0";"nM";"4.15";"";"";"UO_0000065";"7.46";"0.15";"3.30";"2.60";"0";"CHEMBL862032";"Inhibitory activity against farnesyl transferase";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094108";"Protein farnesyltransferase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138191";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"70.5"
"CHEMBL2103842";"VARLITINIB";"2.0";"466.95";"1";"5.25";"1";"C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1";"IC50";"'='";"0.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5227184";"Anticancer activity against human MDA-MB-453 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-453";"None";"";"";"";"CHEMBL614334";"MDA-MB-453";"Homo sapiens";"CELL-LINE";"CHEMBL5226297";"1";"Scientific Literature";"J Med Chem";"2021";"CHEMBL3307596";"TIME = 72.0 hr";"";"";"0.0"
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909143";"DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";"";"";"";""
"CHEMBL2103835";"";"None";"717.99";"1";"3.53";"MMAE";"CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5152800";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability incubated for 72 hrs in presence of TTR by CellTiter-96 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL5150030";"1";"Scientific Literature";"J Med Chem";"2022";"CHEMBL3308376";"TIME = 72.0 hr";"";"";"1.0"
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909175";"DRUGMATRIX: Neuropeptide Y Y1 radioligand binding (ligand: [125I] Peptide YY)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"SK-N-MC";"Membrane";"";"";"";"CHEMBL4777";"Neuropeptide Y receptor type 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307551";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909177";"DRUGMATRIX: Nicotinic Acetylcholine radioligand binding (ligand: [125I] Epibatidine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"IMR-32";"Membrane";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307656";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909185";"DRUGMATRIX: Phosphodiesterase PDE4 enzyme inhibition (substrate: [3H]cAMP + cAMP)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"U-937";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308006";"";"";"";""
"CHEMBL2103886";"RESCIMETOL";"2.0";"590.67";"1";"4.26";"SID170465875";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC";"IC50";"";"10000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3562115";"PubChem BioAssay. Increased HeLa cells in S-phase-IC50.   (Class of assay: confirmatory) ";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"CHEMBL3308376";"";"";"";"10.0"
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909167";"DRUGMATRIX: Melanocortin MC4 radioligand binding (ligand: [125I] NDP-alpha-MSH)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL259";"Melanocortin receptor 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL2103835";"";"None";"717.99";"1";"3.53";"MMAE";"CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C";"IC50";"'='";"0.55";"nM";"9.26";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5152797";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability incubated for 72 hrs by CellTiter-96 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL5150030";"1";"Scientific Literature";"J Med Chem";"2022";"CHEMBL3308034";"TIME = 72.0 hr";"";"";"0.55"
"CHEMBL160340";"";"None";"542.71";"0";"4.15";"6";"CCCc1ccc(Oc2cccc(CCCC(P(=O)([O-])[O-])S(=O)(=O)[O-])c2)cc1.[K+].[K+].[K+]";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"13.21";"0.28";"1.51";"4.67";"0";"CHEMBL941163";"Inhibition of Staphylococcus aureus dehydrosqualene synthase expressed in Escherichia coli BL21 (DE3) cells by continuous spectrophotometric assay";"B";"BAO_0000219";"cell-based format";"Staphylococcus aureus";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL5440";"Dehydrosqualene synthase";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1140905";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"2.2"
"CHEMBL2103875";"TRAMETINIB";"4.0";"615.40";"1";"3.94";"Compound A";"CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3880535";"Growth inhibition of human A549 cells at 1:10 molar ratio of compound in presence of N-{(1S)-2-amino-1-[(3-fluorophenyl)methyl]ethyl}-5-chloro-4-(4-chloro-1-methyl-1H-pyrazol-5-yl)-2-thiophenecar- boxamide incubated for 72 hrs by Cell-titer-Glo reagent based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL3879801";"NON-PROTEIN TARGET";"";"NON-MOLECULAR";"CHEMBL3880386";"38";"SureChEMBL Patent Bioactivity Data";"";"2014";"CHEMBL3307651";"";"";"";"0.016"
"CHEMBL2103875";"TRAMETINIB";"4.0";"615.40";"1";"3.94";"Compound A";"CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3880538";"Growth inhibition of human NCI-H23 cells at 1:10 molar ratio of compound in presence of N-{(1S)-2-amino-1-[(3-fluorophenyl)methyl]ethyl}-5-chloro-4-(4-chloro-1-methyl-1H-pyrazol-5-yl)-2-thiophenecar- boxamide incubated for 72 hrs by Cell-titer-Glo reagent based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H23";"None";"";"";"";"CHEMBL3879801";"NON-PROTEIN TARGET";"";"NON-MOLECULAR";"CHEMBL3880386";"38";"SureChEMBL Patent Bioactivity Data";"";"2014";"CHEMBL3307750";"";"";"";"0.02"
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'='";"1820.0";"nM";"5.74";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352094";"Cytotoxicity against AML12 cells incubated for 72 hrs measured by MTT assay";"T";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"AML12";"None";"";"";"";"CHEMBL5058625";"AML12";"Mus musculus";"CELL-LINE";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"CHEMBL5058603";"TIME = 72.0 hr";"";"";"1.82"
"CHEMBL1203860";"";"None";"503.46";"1";"5.87";"63";"Cl.Cl.Fc1ccc(C2CC(N3CCN(C/C=C/c4ccccc4)CC3)c3cc(F)ccc32)cc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL750459";"Effect on synaptosomal uptake inhibition of Noradrenaline (NA);NT = Not Tested";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2095166";"Adrenergic receptor beta";"Rattus norvegicus";"PROTEIN FAMILY";"CHEMBL1122477";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";""
"CHEMBL1203860";"";"None";"503.46";"1";"5.87";"63";"Cl.Cl.Fc1ccc(C2CC(N3CCN(C/C=C/c4ccccc4)CC3)c3cc(F)ccc32)cc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL615858";"Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT)";"F";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL313";"Serotonin transporter";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1122477";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"160.0"
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"20.52";"0.38";"5.73";"7.84";"0";"CHEMBL5352090";"Inhibition of human recombinant HDAC1 using fluorogenic Boc-Lys (aetyl)-AMC as substrate preincubated for 10 mins followed by substrate addition measured after 2 hrs by measuring fluorescence intensity using multimode microplate reader";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL325";"Histone deacetylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME = 2.167 hr";"INHIBITOR";"";"7.0"
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'='";"1010.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352093";"Cytotoxicity against human Huh-7 cells incubated for 72 hrs measured by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL614039";"Huh-7";"Homo sapiens";"CELL-LINE";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"CHEMBL3307515";"TIME = 72.0 hr";"";"";"1.01"
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'='";"39.2";"nM";"7.41";"";"";"UO_0000065";"18.64";"0.35";"4.99";"7.12";"0";"CHEMBL5352095";"Inhibition of HDAC2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1937";"Histone deacetylase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"39.2"
"CHEMBL3827679";"";"None";"551.45";"0";"1.74";"1";"Cl.Cl.N=C(N)N/N=C/c1c(-c2ccccc2)nc2n1ccc1nc(-c3ccccc3)c(/C=N/NC(=N)N)n12";"IC50";"'='";"5120.0";"nM";"5.29";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3831002";"Cytotoxicity against human HCT116 cells assessed as cell killing after 24 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCT-116";"None";"";"";"";"CHEMBL3879801";"NON-PROTEIN TARGET";"";"NON-MOLECULAR";"CHEMBL3826876";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308372";"";"";"";"5.12"
"CHEMBL2103860";"USISTAPIDE";"2.0";"572.63";"2";"7.72";"COVC-2826366254";"COC(=O)[C@H](c1ccccc1)N1CCC(c2ccc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)cc2)CC1";"IC50";"'>'";"19952.62";"nM";"";"";"No. Measurements = 1";"UO_0000065";"";"";"";"";"0";"CHEMBL4651403";"Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4651402";"57";"IMI-CARE SARS-CoV-2 Data";"";"2021";"CHEMBL4295411";"";"";"";"4.7"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"Dinaciclib";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5132027";"Antiviral activity against SARS-CoV-2 in human A549-ACE2 cells assessed as inhibition of viral growth";"F";"BAO_0000218";"organism-based format";"Severe acute respiratory syndrome coronavirus 2";"None";"None";"A549-ACE2";"None";"";"";"";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL5131378";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"0.032"
"CHEMBL2010387";"";"None";"527.57";"2";"0.47";"BDBM136693";"CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12";"IC50";"'='";"84000.0";"nM";"4.08";"";"270572";"UO_0000065";"7.73";"0.15";"3.61";"2.39";"0";"CHEMBL3706220";"Gel-Based Assay: Assay: Unless indicated otherwise, Tdp1 assays were performed in 20 ul mixtures containing 50 mM Tris-HCl, pH 8.0, 80 mM KCl, 2 mM EDTA, 1 mM dithiothreitol (DTT), and 40 ug/ml bovine serum albumin (BSA). For initial screening of Tdp1 inhibitors, 25 nM of 5'-32P-labeled substrate (D14Y) was reacted with 1 ng Tdp1 (~0.7 nM) in the absence or presence of inhibitor for 20 min at 25 C. Reactions were stopped by addition of 60 ul of gel loading buffer (98% (v/v) formamide, 1% (w/v) xylene cyanol, 1% (w/v) bromophenol blue). Twelve ul of aliquots were resolved in 20% denaturing polyacrylamide (AccuGel, National Diagnostics, Atlanta, Ga.) (19:1) gel containing 7 M urea. After drying, gels were exposed overnight to PhosphorImager screens (Molecular Dynamics, Sunnyvale, Calif.). Screens were scanned, and images were obtained with the Molecular Dynamics software (Sunnyvale, Calif.). Densitometry analyses were performed using ImageQuant 5.2 software package.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075138";"Tyrosyl-DNA phosphodiesterase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638471";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"84000.0"
"CHEMBL2103879";"GANETESPIB";"3.0";"364.41";"0";"3.25";"STA-9090";"CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4255617";"Cytotoxicity against human 293T cells assessed as reduction in cell viability after 72 hrs by resazurin dye based Alamar blue assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3706568";"HEK-293T";"Homo sapiens";"CELL-LINE";"CHEMBL4251686";"1";"Scientific Literature";"J Nat Prod";"2018";"CHEMBL3706569";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909151";"DRUGMATRIX: Glutamate, AMPA radioligand binding (ligand: [3H] AMPA)";"B";"BAO_0000249";"cell membrane format";"Rattus norvegicus";"CHEMBL3559724";"Cerebral cortex";"None";"Membrane";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"";""
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352098";"Inhibition of HDAC4 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3524";"Histone deacetylase 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"";"";"1000.0"
"CHEMBL3989516";"FOSTAMATINIB DISODIUM";"4.0";"732.52";"2";"3.09";"1";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.O.O.O.O.O.O.[Na+].[Na+]";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"13.38";"0.27";"4.68";"4.16";"0";"CHEMBL2189057";"Inhibition of human recombinant spleen tyrosine kinase (360 to 635 amino acid residues) after 10 mins by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3559722";"Spleen";"None";"None";"";"";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176924";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"17.0"
"CHEMBL203870";"";"None";"319.41";"0";"3.83";"5i";"C(=C\n1ncc2c(N3CCCCCC3)ncnc21)\c1ccccc1";"IC50";"'='";"60900.0";"nM";"4.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864339";"Antiproliferative activity against A431 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A-431";"None";"";"";"";"CHEMBL614069";"A-431";"Homo sapiens";"CELL-LINE";"CHEMBL1138181";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307523";"";"";"";"60.9"
"CHEMBL203870";"";"None";"319.41";"0";"3.83";"5i";"C(=C\n1ncc2c(N3CCCCCC3)ncnc21)\c1ccccc1";"IC50";"'='";"93700.0";"nM";"4.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864340";"Antiproliferative activity against 8701-BC cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"8701-BC";"None";"";"";"";"CHEMBL614777";"8701-BC";"Homo sapiens";"CELL-LINE";"CHEMBL1138181";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307701";"";"";"";"93.7"
