"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2325095";"";"None";"348.45";"1";"6.20";"D8";"c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1";"IC50";"'='";"1890.0";"nM";"5.72";"";"";"UO_0000065";"16.43";"0.29";"-0.48";"36.69";"0";"CHEMBL2327214";"Inhibition of human recombinant HER-2 cytoplasmic domain (676 to 1245) autophosphorylation after 1 hr";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321654";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"1.89"
"CHEMBL2315404";"METACHROMIN Q";"None";"431.53";"0";"3.37";"6";"CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C2=O)[C@@H]1C";"IC50";"'='";"22.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL2318218";"Inhibition of HER2 (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"22.0"
"CHEMBL453376";"";"None";"598.13";"2";"6.00";"12";"CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.38";"0.27";"2.00";"7.54";"0";"CHEMBL953992";"Inhibition of HER2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150417";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"10.0"
"CHEMBL483332";"";"None";"464.96";"0";"4.72";"7";"C[C@H](CN(C)C)Oc1cccc2ncnc(Nc3ccc(OCc4cnccn4)c(Cl)c3)c12";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.36";"0.37";"4.28";"10.55";"0";"CHEMBL953992";"Inhibition of HER2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150417";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"1.0"
"CHEMBL507329";"GW869810X";"None";"608.10";"2";"5.36";"15a";"O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"11.67";"0.23";"1.74";"7.25";"0";"CHEMBL964196";"Inhibition of ErbB2 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153281";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"80.0"
"CHEMBL259394";"";"None";"451.43";"1";"5.97";"1";"COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3F)c2cc1OC";"IC50";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923903";"Inhibition of Her2 expressed in CSH12 cells by Western blot analysis";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CSH12";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144754";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"500.0"
"CHEMBL4290371";"";"None";"495.58";"0";"4.39";"25a; SOMCL-286";"CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)c3)ccc12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4271721";"Inhibition of recombinant ERBB2 (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA based spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270521";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"1000.0"
"CHEMBL3907491";"";"None";"430.51";"0";"3.78";"Table 4-B, 2";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCCC(=O)NO)cc3)cc12)c1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.26";"0.30";"3.22";"6.09";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"SureChEMBL Patent Bioactivity Data";"";"2008";"None";"";"";"";"0.1"
"CHEMBL3972249";"";"None";"527.67";"1";"4.59";"Table 4-B, 14";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CN4CCN(CCCCC(=O)NO)CC4)cc3)cc12)c1ccccc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"13.27";"0.25";"2.41";"6.40";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"SureChEMBL Patent Bioactivity Data";"";"2008";"None";"";"";"";"0.1"
"CHEMBL3900967";"";"None";"403.44";"0";"3.68";"Table 4-B, 17";"C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCC(=O)NO)cc3)cc12)c1ccccc1";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"SureChEMBL Patent Bioactivity Data";"";"2008";"None";"";"";"";"0.1"
"CHEMBL3936512";"";"None";"604.08";"2";"7.16";"Table 1-B, 177";"O=C(CCCCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"SureChEMBL Patent Bioactivity Data";"";"2008";"None";"";"";"";"0.1"
"CHEMBL3980430";"";"None";"632.14";"2";"7.94";"Table 1-B, 201";"O=C(CCCCCCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3881965";"Inhibition of N-terminal GST-tagged human HER2 (Lys676 to Val1255 residues) expressed in baculovirus expression system using biotinylated FLT3 at Tyr589 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3881527";"38";"SureChEMBL Patent Bioactivity Data";"";"2008";"None";"";"";"";"0.1"
"CHEMBL902";"FAMOTIDINE";"4.0";"337.46";"0";"-0.77";"FAMOTIDINE";"NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909205";"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Insect cells";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"";""
"CHEMBL206003";"";"None";"459.91";"0";"4.85";"8u";"NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"16.13";"0.31";"2.57";"8.63";"0";"CHEMBL861551";"Inhibition of ErbB2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147004";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.038"
"CHEMBL1256421";"";"None";"576.08";"2";"5.48";"9e";"CN1CCN([C@H]2CC[C@@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)c(F)c4)c4c(N)ncnc43)CC2)CC1";"IC50";"'='";"1350.0";"nM";"5.87";"";"";"UO_0000065";"10.19";"0.20";"0.39";"5.14";"0";"CHEMBL1261098";"Inhibition of ErbB2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255185";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"1350.0"
"CHEMBL554";"LAPATINIB";"4.0";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.77";"0.27";"1.86";"7.52";"0";"CHEMBL910356";"Inhibition of ErbB2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149340";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.01"
"CHEMBL257198";"";"None";"473.56";"0";"4.08";"20";"C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"16.09";"0.31";"3.54";"7.77";"0";"CHEMBL928909";"Inhibition of human erbB2 autophosphorylation in MCF7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308403";"";"";"";"0.024"
"CHEMBL1203937";"";"None";"377.85";"0";"4.18";"14";"CCOc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCC.Cl";"IC50";"'='";"231.0";"nM";"6.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL916321";"Inhibition of human ErbB2 tyrosine kinase phosphorylation expressed in mouse BaF3 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BaF3";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140296";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307634";"";"";"";"231.0"
"CHEMBL245869";"";"None";"471.54";"0";"4.28";"21";"Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)c1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"15.17";"0.28";"2.87";"8.80";"0";"CHEMBL903493";"Inhibition of human recombinant cytoplasmic HER2 kinase expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139130";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";"";"0.07"
"CHEMBL394495";"";"None";"483.58";"0";"3.94";"35";"C[C@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"14.24";"0.26";"2.95";"7.61";"0";"CHEMBL903493";"Inhibition of human recombinant cytoplasmic HER2 kinase expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139130";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";"";"0.13"
"CHEMBL589801";"";"None";"380.49";"1";"5.24";"3b";"Cc1cccc(CN(Cc2ccc(F)cc2)C(=S)Nc2ccccc2)c1O";"IC50";"'='";"15660.0";"nM";"4.80";"";"";"UO_0000065";"12.63";"0.24";"-0.43";"13.54";"0";"CHEMBL1064830";"Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157668";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308860";"";"";"";"15.66"
"CHEMBL589413";"";"None";"348.90";"1";"5.04";"13b";"CCCCN(Cc1cccc(Cl)c1O)C(=S)Nc1ccccc1";"IC50";"'='";"32540.0";"nM";"4.49";"";"";"UO_0000065";"12.86";"0.27";"-0.55";"12.64";"0";"CHEMBL1064830";"Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157668";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308860";"";"";"";"32.54"
"CHEMBL520515";"";"None";"253.26";"0";"1.29";"3";"Nc1ncnc2c1ncn2CC(=O)c1ccccc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL949881";"Inhibition of ERBB2 up to 100 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137681";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";""
"CHEMBL495734";"";"None";"521.02";"2";"6.17";"11";"CC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"14.24";"0.28";"1.25";"11.02";"0";"CHEMBL950399";"Inhibition of ErbB2 kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"38.0"
"CHEMBL497184";"";"None";"523.03";"2";"5.92";"15b";"CCO[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1";"IC50";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"13.40";"0.27";"1.09";"10.26";"0";"CHEMBL950399";"Inhibition of ErbB2 kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"98.0"
"CHEMBL525805";"";"None";"566.06";"2";"5.63";"15j";"CCOC(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"12.56";"0.25";"1.48";"7.30";"0";"CHEMBL950399";"Inhibition of ErbB2 kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"78.0"
"CHEMBL591708";"";"None";"367.28";"1";"5.53";"16a";"CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=O)Nc1ccccc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1064830";"Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157668";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308860";"";"";"";"50.0"
"CHEMBL604893";"";"None";"575.14";"2";"6.33";"Table S1, entry 9";"COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(Cl)c3)c2cc1OCCCN1CCN(C)CC1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"11.73";"0.23";"0.41";"8.92";"0";"CHEMBL1073381";"Inhibition of ERBB2 by microplate scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152560";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"0.18"
"CHEMBL483271";"";"None";"268.28";"0";"1.72";"8";"COc1ncnc2ncn(CC(=O)c3ccccc3)c12";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL949880";"Inhibition of ERBB2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137681";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";""
"CHEMBL215814";"GW576484X";"None";"614.62";"2";"6.50";"GW576484X";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1";"Inhibition";"'='";"3.41";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962280";"GSK_PKIS: ERBB2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"3.41"
"CHEMBL428206";"";"None";"262.27";"0";"3.14";"3k";"N#Cc1n[nH]nc1-c1ccc(Oc2ccccc2)cc1";"IC50";"'='";"6600.0";"nM";"5.18";"";"";"UO_0000065";"19.75";"0.35";"2.04";"6.95";"0";"CHEMBL885827";"Inhibition of HER2 tyrosine kinase phosphorylation in human MDA-MB-453 cells by Western blot assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-453";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139067";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307596";"";"";"";"6.6"
"CHEMBL393013";"";"None";"260.25";"0";"1.37";"3g";"COc1cc(-c2n[nH]nc2C#N)cc(OC)c1OC";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL885827";"Inhibition of HER2 tyrosine kinase phosphorylation in human MDA-MB-453 cells by Western blot assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-453";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139067";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307596";"";"";"";"50.0"
"CHEMBL396897";"";"None";"230.23";"0";"1.36";"3e";"COc1cccc(-c2n[nH]nc2C#N)c1OC";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL885827";"Inhibition of HER2 tyrosine kinase phosphorylation in human MDA-MB-453 cells by Western blot assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-453";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139067";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307596";"";"";"";"50.0"
"CHEMBL593306";"";"None";"570.72";"2";"5.68";"16";"COc1ccc2nc(-c3ccc(Nc4ncnc5cc(OCCCN6CCN(C)CC6)c(OC)cc45)cc3)sc2c1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"12.07";"0.23";"1.21";"8.11";"0";"CHEMBL1073381";"Inhibition of ERBB2 by microplate scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152560";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"0.13"
"CHEMBL241682";"";"None";"585.54";"2";"6.19";"15c";"Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL902109";"Inhibition of ErbB2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138370";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10.0"
"CHEMBL5204938";"";"None";"467.44";"None";"None";"2d";"C[C@@H]1[C@H]2C[C@@H](C[C@H]1Nc1nc(-n3[se]c4ccccc4c3=O)nc3[nH]cnc13)C2(C)C";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5158966";"Inhibition of ERBB2 (unknown origin) at 50 nM by Z'LYTE screening method relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154740";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 50.0 nM";"";"";"0.0"
"CHEMBL372474";"GW678313X";"None";"452.51";"1";"5.69";"GW678313X";"CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1";"Inhibition";"'='";"-0.34";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962280";"GSK_PKIS: ERBB2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-0.34"
"CHEMBL512076";"GSK-192082A";"None";"566.06";"2";"5.63";"GSK192082A";"CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1";"Inhibition";"'='";"8.63";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962280";"GSK_PKIS: ERBB2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1824";"Receptor protein-tyrosine kinase erbB-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"8.63"
